1	45	0	13	-9	9	0	12512.55
1	46	0	13	-9	9	0	12752.56
1	47	0	13	-9	9	0	12971.2
1	48	1	13	29588.27	9	0	13167.24
1	49	0	14	-9	9	0	13339.53
1	50	0	14	-9	9	0	13487.07
1	51	0	14	-9	9	0	13609.01
1	52	0	14	-9	9	0	13704.6
1	53	0	14	-9	9	0	13773.3
1	54	1	14	23379.8	9	0	13814.68
1	55	-999	-999	-999	9	0	13828.5
1	56	-999	-999	-999	9	0	13814.68
1	57	-999	-999	-999	9	0	13773.3
1	58	-999	-999	-999	9	0	13704.6
1	59	-999	-999	-999	9	0	13609.01
1	60	-999	-999	-999	9	0	13487.07
1	61	-999	-999	-999	9	0	13339.53
1	62	-999	-999	-999	9	0	13167.24
1	63	-999	-999	-999	9	0	12971.2
1	64	-999	-999	-999	9	0	12752.56
2	45	0	18	-9	12	1	18571.63
2	46	0	18	-9	12	1	18927.87
2	47	1	18	25235.49	12	1	19252.39
2	48	0	19	-9	12	1	19543.36
2	49	1	19	30827.54	12	1	19799.08
2	50	0	20	-9	12	1	20018.07
2	51	1	20	61502.72	12	1	20199.05
2	52	0	21	-9	12	1	20340.93
2	53	1	21	28556.54	12	1	20442.89
2	54	1	22	36934.26	12	1	20504.31
2	55	-999	-999	-999	12	1	20524.83
2	56	-999	-999	-999	12	1	20504.31
2	57	-999	-999	-999	12	1	20442.89
2	58	-999	-999	-999	12	1	20340.93
2	59	-999	-999	-999	12	1	20199.05
2	60	-999	-999	-999	12	1	20018.07
2	61	-999	-999	-999	12	1	19799.08
2	62	-999	-999	-999	12	1	19543.36
2	63	-999	-999	-999	12	1	19252.39
2	64	-999	-999	-999	12	1	18927.87
3	45	1	10	20974.98	12	1	19502.31
3	46	0	11	-9	12	1	19936.12
3	47	1	11	23609.19	12	1	20338.86
3	48	0	12	-9	12	1	20708.27
3	49	1	12	17786.79	12	1	21042.27
3	50	1	13	28232.6	12	1	21338.93
3	51	1	14	25220.05	12	1	21596.54
3	52	0	15	-9	12	1	21813.59
3	53	0	15	-9	12	1	21988.8
3	54	0	15	-9	12	1	22121.13
3	55	-999	-999	-999	12	1	22209.79
3	56	-999	-999	-999	12	1	22254.25
3	57	-999	-999	-999	12	1	22254.25
3	58	-999	-999	-999	12	1	22209.79
3	59	-999	-999	-999	12	1	22121.13
3	60	-999	-999	-999	12	1	21988.8
3	61	-999	-999	-999	12	1	21813.59
3	62	-999	-999	-999	12	1	21596.54
3	63	-999	-999	-999	12	1	21338.93
3	64	-999	-999	-999	12	1	21042.27
4	45	1	18	52224.24	12	1	35021.57
4	46	0	19	-9	12	1	35693.34
4	47	1	19	23526.39	12	1	36305.32
4	48	1	20	51994.33	12	1	36854
4	49	1	21	37725.27	12	1	37336.23
4	50	0	22	-9	12	1	37749.2
4	51	0	22	-9	12	1	38090.47
4	52	1	22	137491.8	12	1	38358.04
4	53	0	23	-9	12	1	38550.31
4	54	0	23	-9	12	1	38666.14
4	55	-999	-999	-999	12	1	38704.82
4	56	-999	-999	-999	12	1	38666.14
4	57	-999	-999	-999	12	1	38550.31
4	58	-999	-999	-999	12	1	38358.04
4	59	-999	-999	-999	12	1	38090.47
4	60	-999	-999	-999	12	1	37749.2
4	61	-999	-999	-999	12	1	37336.23
4	62	-999	-999	-999	12	1	36854
4	63	-999	-999	-999	12	1	36305.32
4	64	-999	-999	-999	12	1	35693.34
5	45	0	9	-9	12	1	12668.63
5	46	1	9	34951.51	12	1	12937.48
5	47	1	10	39462.25	12	1	13185.64
5	48	0	11	-9	12	1	13411.71
5	49	0	11	-9	12	1	13614.41
5	50	1	11	92434.3	12	1	13792.55
5	51	0	12	-9	12	1	13945.11
5	52	0	12	-9	12	1	14071.18
5	53	1	12	61735.8	12	1	14170.02
5	54	0	13	-9	12	1	14241.05
5	55	-999	-999	-999	12	1	14283.84
5	56	-999	-999	-999	12	1	14298.13
5	57	-999	-999	-999	12	1	14283.84
5	58	-999	-999	-999	12	1	14241.05
5	59	-999	-999	-999	12	1	14170.02
5	60	-999	-999	-999	12	1	14071.18
5	61	-999	-999	-999	12	1	13945.11
5	62	-999	-999	-999	12	1	13792.55
5	63	-999	-999	-999	12	1	13614.41
5	64	-999	-999	-999	12	1	13411.71
6	45	1	11	60303.86	14	0	62872.04
6	46	1	12	17160.15	14	0	64078.03
6	47	0	13	-9	14	0	65176.67
6	48	0	13	-9	14	0	66161.69
6	49	0	13	-9	14	0	67027.4
6	50	1	13	29474.65	14	0	67768.77
6	51	1	14	36796.82	14	0	68381.45
6	52	0	15	-9	14	0	68861.8
6	53	1	15	23965.71	14	0	69206.97
6	54	1	16	26755.72	14	0	69414.9
6	55	-999	-999	-999	14	0	69484.35
6	56	-999	-999	-999	14	0	69414.9
6	57	-999	-999	-999	14	0	69206.97
6	58	-999	-999	-999	14	0	68861.8
6	59	-999	-999	-999	14	0	68381.45
6	60	-999	-999	-999	14	0	67768.77
6	61	-999	-999	-999	14	0	67027.4
6	62	-999	-999	-999	14	0	66161.69
6	63	-999	-999	-999	14	0	65176.67
6	64	-999	-999	-999	14	0	64078.03
7	45	1	24	31958.78	12	1	13973.4
7	46	0	25	-9	12	1	14255.68
7	47	0	25	-9	12	1	14514.6
7	48	0	25	-9	12	1	14748.71
7	49	1	25	76100.89	12	1	14956.64
7	50	0	26	-9	12	1	15137.2
7	51	0	26	-9	12	1	15289.33
7	52	1	26	19383.82	12	1	15412.14
7	53	1	27	30083.32	12	1	15504.89
7	54	0	28	-9	12	1	15567.03
7	55	-999	-999	-999	12	1	15598.2
7	56	-999	-999	-999	12	1	15598.2
7	57	-999	-999	-999	12	1	15567.03
7	58	-999	-999	-999	12	1	15504.89
7	59	-999	-999	-999	12	1	15412.14
7	60	-999	-999	-999	12	1	15289.33
7	61	-999	-999	-999	12	1	15137.2
7	62	-999	-999	-999	12	1	14956.64
7	63	-999	-999	-999	12	1	14748.71
7	64	-999	-999	-999	12	1	14514.6
8	45	1	13	43432.56	16	0	14808.22
8	46	1	14	55772.47	16	0	15092.27
8	47	0	15	-9	16	0	15351.03
8	48	1	15	57405.47	16	0	15583.03
8	49	1	16	26583.75	16	0	15786.93
8	50	1	17	43104.25	16	0	15961.55
8	51	0	18	-9	16	0	16105.85
8	52	0	18	-9	16	0	16218.99
8	53	0	18	-9	16	0	16300.29
8	54	1	18	30779.96	16	0	16349.26
8	55	-999	-999	-999	16	0	16365.62
8	56	-999	-999	-999	16	0	16349.26
8	57	-999	-999	-999	16	0	16300.29
8	58	-999	-999	-999	16	0	16218.99
8	59	-999	-999	-999	16	0	16105.85
8	60	-999	-999	-999	16	0	15961.55
8	61	-999	-999	-999	16	0	15786.93
8	62	-999	-999	-999	16	0	15583.03
8	63	-999	-999	-999	16	0	15351.03
8	64	-999	-999	-999	16	0	15092.27
9	45	1	24	68306.91	12	1	13094.28
9	46	1	25	20956.83	12	1	13398.93
9	47	0	26	-9	12	1	13683.29
9	48	0	26	-9	12	1	13945.75
9	49	0	26	-9	12	1	14184.86
9	50	1	26	74810.37	12	1	14399.24
9	51	0	27	-9	12	1	14587.65
9	52	0	27	-9	12	1	14749
9	53	0	27	-9	12	1	14882.34
9	54	0	27	-9	12	1	14986.88
9	55	-999	-999	-999	12	1	15062
9	56	-999	-999	-999	12	1	15107.26
9	57	-999	-999	-999	12	1	15122.37
9	58	-999	-999	-999	12	1	15107.26
9	59	-999	-999	-999	12	1	15062
9	60	-999	-999	-999	12	1	14986.88
9	61	-999	-999	-999	12	1	14882.34
9	62	-999	-999	-999	12	1	14749
9	63	-999	-999	-999	12	1	14587.65
9	64	-999	-999	-999	12	1	14399.24
10	45	1	23	20536.55	12	1	9437.403
10	46	0	24	-9	12	1	9695.684
10	47	0	24	-9	12	1	9941.132
10	48	1	24	28579.19	12	1	10172.43
10	49	1	25	22463.32	12	1	10388.31
10	50	1	26	25603.44	12	1	10587.57
10	51	0	27	-9	12	1	10769.1
10	52	0	27	-9	12	1	10931.85
10	53	0	27	-9	12	1	11074.9
10	54	0	27	-9	12	1	11197.39
10	55	-999	-999	-999	12	1	11298.62
10	56	-999	-999	-999	12	1	11377.99
10	57	-999	-999	-999	12	1	11435.02
10	58	-999	-999	-999	12	1	11469.38
10	59	-999	-999	-999	12	1	11480.85
10	60	-999	-999	-999	12	1	11469.38
10	61	-999	-999	-999	12	1	11435.02
10	62	-999	-999	-999	12	1	11377.99
10	63	-999	-999	-999	12	1	11298.62
10	64	-999	-999	-999	12	1	11197.39
11	45	0	23	-9	12	1	14141.36
11	46	0	23	-9	12	1	14412.62
11	47	0	23	-9	12	1	14659.73
11	48	0	23	-9	12	1	14881.28
11	49	0	23	-9	12	1	15076
11	50	1	23	54921.61	12	1	15242.75
11	51	0	24	-9	12	1	15380.56
11	52	1	24	74326.95	12	1	15488.6
11	53	1	25	38418.09	12	1	15566.24
11	54	1	26	46231.89	12	1	15613
11	55	-999	-999	-999	12	1	15628.63
11	56	-999	-999	-999	12	1	15613
11	57	-999	-999	-999	12	1	15566.24
11	58	-999	-999	-999	12	1	15488.6
11	59	-999	-999	-999	12	1	15380.56
11	60	-999	-999	-999	12	1	15242.75
11	61	-999	-999	-999	12	1	15076
11	62	-999	-999	-999	12	1	14881.28
11	63	-999	-999	-999	12	1	14659.73
11	64	-999	-999	-999	12	1	14412.62
12	45	1	19	72785.38	12	0	34838.85
12	46	1	20	34614.36	12	0	35507.12
12	47	0	21	-9	12	0	36115.9
12	48	0	21	-9	12	0	36661.72
12	49	1	21	28202.09	12	0	37141.43
12	50	0	22	-9	12	0	37552.24
12	51	0	22	-9	12	0	37891.74
12	52	0	22	-9	12	0	38157.91
12	53	1	22	37808.41	12	0	38349.18
12	54	1	23	25213.83	12	0	38464.4
12	55	-999	-999	-999	12	0	38502.88
12	56	-999	-999	-999	12	0	38464.4
12	57	-999	-999	-999	12	0	38349.18
